n,survival_conservative|manual_200us,survival_conservative|manual_400us,survival_conservative|manual_600us,survival_conservative|ml_400us,survival_heating|manual_200us,survival_heating|manual_400us,survival_heating|manual_600us,survival_heating|ml_400us,survival_disorder|manual_200us,survival_disorder|manual_400us,survival_disorder|manual_600us,survival_disorder|ml_400us,survival_full|manual_200us,survival_full|manual_400us,survival_full|manual_600us,survival_full|ml_400us
34,0.28515625,0.80078125,0.8828125,0.8046875,0.25390625,0.7421875,0.8203125,0.7578125,0.28515625,0.7265625,0.859375,0.76953125,0.25,0.6875,0.8046875,0.68359375
35,0.27734375,0.80078125,0.8828125,0.8046875,0.25,0.73828125,0.81640625,0.7421875,0.28125,0.71875,0.85546875,0.76953125,0.23828125,0.6875,0.7890625,0.66796875
36,0.27734375,0.80078125,0.8828125,0.8046875,0.24609375,0.73828125,0.81640625,0.73828125,0.27734375,0.71484375,0.85546875,0.765625,0.234375,0.6875,0.7890625,0.6640625
37,0.26953125,0.79296875,0.8828125,0.8046875,0.2421875,0.7265625,0.8125,0.73046875,0.27734375,0.7109375,0.8515625,0.7578125,0.21875,0.6796875,0.78515625,0.66015625
38,0.26171875,0.79296875,0.8828125,0.8046875,0.234375,0.72265625,0.8125,0.73046875,0.2578125,0.7109375,0.8515625,0.7578125,0.2109375,0.6796875,0.78515625,0.65625
39,0.26171875,0.7890625,0.8828125,0.8046875,0.22265625,0.7109375,0.80078125,0.70703125,0.25,0.7109375,0.8515625,0.74609375,0.203125,0.6796875,0.7734375,0.640625
40,0.2578125,0.7890625,0.8828125,0.8046875,0.21875,0.70703125,0.796875,0.703125,0.234375,0.7109375,0.8515625,0.74609375,0.1953125,0.67578125,0.7734375,0.640625
41,0.2578125,0.7734375,0.875,0.8046875,0.21875,0.703125,0.7890625,0.703125,0.21875,0.70703125,0.84765625,0.73046875,0.19140625,0.66015625,0.74609375,0.62890625
42,0.25,0.7734375,0.875,0.8046875,0.21484375,0.703125,0.7890625,0.703125,0.20703125,0.70703125,0.84765625,0.7265625,0.17578125,0.66015625,0.74609375,0.62890625
43,0.24609375,0.7734375,0.875,0.796875,0.19140625,0.69140625,0.78515625,0.69140625,0.203125,0.6953125,0.84765625,0.71875,0.16796875,0.65234375,0.73828125,0.62109375
44,0.2421875,0.76953125,0.875,0.796875,0.1875,0.69140625,0.78125,0.69140625,0.19921875,0.69140625,0.84765625,0.71484375,0.16015625,0.65234375,0.73828125,0.62109375
45,0.2421875,0.76953125,0.87109375,0.7890625,0.17578125,0.671875,0.76953125,0.6875,0.19140625,0.69140625,0.84765625,0.71484375,0.15625,0.63671875,0.72265625,0.59765625
46,0.23046875,0.76953125,0.87109375,0.7890625,0.17578125,0.671875,0.765625,0.6875,0.19140625,0.6875,0.84765625,0.71484375,0.15625,0.63671875,0.72265625,0.59765625
47,0.22265625,0.765625,0.87109375,0.78125,0.1640625,0.65234375,0.7578125,0.68359375,0.1875,0.67578125,0.83984375,0.7109375,0.15625,0.6171875,0.71875,0.58984375
48,0.22265625,0.765625,0.87109375,0.78125,0.15625,0.65234375,0.7578125,0.6796875,0.18359375,0.671875,0.83984375,0.7109375,0.15625,0.609375,0.71875,0.5859375
49,0.2109375,0.75,0.87109375,0.7734375,0.15625,0.65234375,0.75390625,0.671875,0.18359375,0.671875,0.8359375,0.69921875,0.15625,0.59375,0.71484375,0.57421875
50,0.2109375,0.75,0.87109375,0.7734375,0.1484375,0.65234375,0.75390625,0.66796875,0.16796875,0.671875,0.83203125,0.69921875,0.14453125,0.58984375,0.71484375,0.57421875
51,0.20703125,0.74609375,0.87109375,0.7734375,0.1484375,0.62890625,0.73828125,0.65234375,0.15625,0.65625,0.828125,0.6953125,0.14453125,0.5703125,0.70703125,0.5625
52,0.203125,0.74609375,0.87109375,0.7734375,0.140625,0.62890625,0.73828125,0.65234375,0.140625,0.65625,0.828125,0.6953125,0.14453125,0.5703125,0.70703125,0.55859375
53,0.1953125,0.7421875,0.87109375,0.7734375,0.140625,0.62109375,0.734375,0.6328125,0.12890625,0.65234375,0.828125,0.6953125,0.140625,0.5625,0.69921875,0.55078125
54,0.1953125,0.734375,0.87109375,0.7734375,0.140625,0.62109375,0.734375,0.6328125,0.12109375,0.65234375,0.828125,0.6875,0.1328125,0.5625,0.69921875,0.546875
55,0.1875,0.73046875,0.87109375,0.76953125,0.140625,0.61328125,0.71875,0.62890625,0.1015625,0.6484375,0.82421875,0.68359375,0.12890625,0.55078125,0.6953125,0.54296875
56,0.18359375,0.7265625,0.8671875,0.765625,0.13671875,0.61328125,0.71875,0.625,0.1015625,0.6484375,0.82421875,0.68359375,0.12890625,0.55078125,0.6953125,0.54296875
57,0.1796875,0.72265625,0.8671875,0.7578125,0.12890625,0.6015625,0.7109375,0.61328125,0.09765625,0.64453125,0.82421875,0.6796875,0.125,0.5390625,0.69140625,0.52734375
58,0.17578125,0.72265625,0.8671875,0.75390625,0.12109375,0.59765625,0.7109375,0.61328125,0.09375,0.64453125,0.82421875,0.6796875,0.125,0.5390625,0.6875,0.5234375
59,0.17578125,0.71484375,0.859375,0.75,0.12109375,0.58203125,0.69921875,0.59765625,0.09375,0.63671875,0.82421875,0.6640625,0.1171875,0.52734375,0.6796875,0.5234375
60,0.17578125,0.71484375,0.859375,0.75,0.12109375,0.578125,0.69921875,0.59765625,0.09375,0.6328125,0.82421875,0.6640625,0.109375,0.52734375,0.6796875,0.5234375
