gate_type,rabi_freq_MHz,relative_intensity_error,gate_infidelity
TO_2photon,12.0,0.0015199110829529332,0.0017643167514496128
TO_2photon,12.0,0.0016297508346206436,0.0019120013521604085
TO_2photon,12.0,0.001747528400007683,0.002082094819686131
TO_2photon,12.0,0.001873817422860383,0.0022775989157830523
TO_2photon,12.0,0.002009233002565046,0.0025024982715897703
TO_2photon,12.0,0.0021544346900318843,0.002761372277456764
TO_2photon,12.0,0.0023101297000831605,0.0030591500382365355
TO_2photon,12.0,0.0024770763559917113,0.0034014395540277187
TO_2photon,12.0,0.0026560877829466868,0.0037969375948221362
TO_2photon,12.0,0.002848035868435802,0.004249482100816326
TO_2photon,12.0,0.0030538555088334154,0.004769043740110224
TO_2photon,12.0,0.0032745491628777285,0.005364474447249079
TO_2photon,12.0,0.003511191734215131,0.006050797792435447
TO_2photon,12.0,0.0037649358067924675,0.006840677227088143
TO_2photon,12.0,0.004037017258596558,0.007747026292019843
TO_2photon,12.0,0.004328761281083062,0.008785293914658876
TO_2photon,12.0,0.004641588833612782,0.009977865416665566
TO_2photon,12.0,0.004977023564332114,0.011345865891150941
TO_2photon,12.0,0.005336699231206312,0.012914337849362356
TO_2photon,12.0,0.00572236765935022,0.014712584661086603
TO_2photon,12.0,0.006135907273413176,0.01677456804173394
TO_2photon,12.0,0.006579332246575682,0.019135049265369575
TO_2photon,12.0,0.007054802310718645,0.021837414266410837
TO_2photon,12.0,0.007564633275546291,0.024925223538190044
TO_2photon,12.0,0.008111308307896872,0.02845787701834912
TO_2photon,12.0,0.008697490026177835,0.03249274322882467
TO_2photon,12.0,0.0093260334688322,0.03709591442729143
TO_2photon,12.0,0.01,0.04234256698874295
TO_2photon,12.0,0.010722672220103232,0.04831650377706154
TO_2photon,12.0,0.011497569953977356,0.05510396361292147
TO_2photon,12.0,0.012328467394420659,0.0628096987471145
TO_2photon,12.0,0.013219411484660288,0.07153463352016287
TO_2photon,12.0,0.014174741629268049,0.08139345257898734
TO_2photon,12.0,0.01519911082952933,0.09251894399616722
TO_2photon,12.0,0.01629750834620645,0.10501863760682972
TO_2photon,12.0,0.01747528400007685,0.11902764332328875
TO_2photon,12.0,0.018738174228603847,0.13466425376246982
TO_2photon,12.0,0.02009233002565048,0.1520481149361349
TO_2photon,12.0,0.021544346900318846,0.17126963023546715
TO_2photon,12.0,0.023101297000831605,0.19240789066608244
TO_2photon,12.0,0.024770763559917114,0.21550270433053176
TO_2photon,12.0,0.026560877829466867,0.24054956227020896
TO_2photon,12.0,0.02848035868435802,0.2674797991338693
