species,mass,wavelength,slm_wavelength,waist,depth_uK,slm_depth_uK,temperature_uK,tau_us,geometry,trajectory,distance_um,duration_us,protocol,repeats,ramp_us,hold_us,disorder,alignment_nm,rin,pointing,dt_us,noise_us,shots,seed,average_m_s,peak_m_s,peak_x_m_s,peak_y_m_s,peak_accel_m_s2,interior_peak_jerk_m_s3,acceleration_join_jump_m_s2,complete_oneway_us,omega_r_rad_s,maximum_static_force_acceleration,tau_over_T,repeat,alive,survival,lower,upper,conditional_loss,median_energy_uK,energy_p95_uK,group,file,previous_alive,elapsed_total_us
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,zero_jerk,510.0,3000.0,B,50,200.0,100.0,0.02,50.0,5.75e-09,1e-24,0.025,0.2,2048,26091732,0.16999999999999998,0.26562499999999994,0.26562499999999994,0.0,283.3333333333333,283333.3333333333,283.3333333333333,3500.0,238468.88814965388,19142.96458254997,0.0016666666666666668,1,2033,0.99267578125,0.9879485450233535,0.9958950653184258,0.00732421875,-90.32851893373437,-32.141977998842215,convergence,runs\convergence\9944cb9bdd7e6a8bd9.json,2048,3500.0
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,zero_jerk,510.0,3000.0,B,50,200.0,100.0,0.02,50.0,5.75e-09,1e-24,0.025,0.2,2048,26091732,0.16999999999999998,0.26562499999999994,0.26562499999999994,0.0,283.3333333333333,283333.3333333333,283.3333333333333,3500.0,238468.88814965388,19142.96458254997,0.0016666666666666668,10,1394,0.6806640625,0.6599803025384324,0.7008294062796916,0.05427408412483037,-72.43827067179754,-12.028897181262769,convergence,runs\convergence\9944cb9bdd7e6a8bd9.json,1474,35000.0
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,zero_jerk,510.0,3000.0,B,50,200.0,100.0,0.02,50.0,5.75e-09,1e-24,0.025,0.2,2048,26091732,0.16999999999999998,0.26562499999999994,0.26562499999999994,0.0,283.3333333333333,283333.3333333333,283.3333333333333,3500.0,238468.88814965388,19142.96458254997,0.0016666666666666668,50,90,0.0439453125,0.035482742204859224,0.053742226107430804,0.07216494845360821,-60.87069061191902,-6.685882241068437,convergence,runs\convergence\9944cb9bdd7e6a8bd9.json,97,175000.0
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,zero_jerk,510.0,1600.0,B,50,200.0,100.0,0.02,50.0,5.75e-09,1e-24,0.025,0.1,2048,26091732,0.31875,0.49804687499999994,0.49804687499999994,0.0,996.09375,1867675.7812500002,996.09375,2100.0,238468.88814965388,19142.96458254997,0.003125,1,2038,0.9951171875,0.9910387237246729,0.9976560933103396,0.0048828125,-91.15236816985703,-35.14758013551155,convergence,runs\convergence\9a9045efa278243cc7.json,2048,2100.0
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,zero_jerk,510.0,1600.0,B,50,200.0,100.0,0.02,50.0,5.75e-09,1e-24,0.025,0.1,2048,26091732,0.31875,0.49804687499999994,0.49804687499999994,0.0,996.09375,1867675.7812500002,996.09375,2100.0,238468.88814965388,19142.96458254997,0.003125,10,1720,0.83984375,0.823231579730995,0.8554766288224267,0.03425042111173493,-79.27332150936982,-18.328154963677285,convergence,runs\convergence\9a9045efa278243cc7.json,1781,21000.0
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,zero_jerk,510.0,1600.0,B,50,200.0,100.0,0.02,50.0,5.75e-09,1e-24,0.025,0.1,2048,26091732,0.31875,0.49804687499999994,0.49804687499999994,0.0,996.09375,1867675.7812500002,996.09375,2100.0,238468.88814965388,19142.96458254997,0.003125,50,343,0.16748046875,0.15154914287074242,0.18436964558792604,0.031073446327683607,-67.60263292184571,-16.242457156483727,convergence,runs\convergence\9a9045efa278243cc7.json,354,105000.0
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,zero_jerk,510.0,3000.0,A,50,200.0,100.0,0.02,50.0,5.75e-09,1e-24,0.025,0.2,2048,26091732,0.16999999999999998,0.26562499999999994,0.26562499999999994,0.0,283.3333333333333,283333.3333333333,283.3333333333333,3100.0,238468.88814965388,19142.96458254997,0.0016666666666666668,1,2048,1.0,0.9982004105354623,1.0,0.0,-227.23597286137647,-151.8425450785458,convergence,runs\convergence\9cb50e726798e00dc1.json,2048,3100.0
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,zero_jerk,510.0,3000.0,A,50,200.0,100.0,0.02,50.0,5.75e-09,1e-24,0.025,0.2,2048,26091732,0.16999999999999998,0.26562499999999994,0.26562499999999994,0.0,283.3333333333333,283333.3333333333,283.3333333333333,3100.0,238468.88814965388,19142.96458254997,0.0016666666666666668,10,1825,0.89111328125,0.8768144744731025,0.9042811431916032,0.027703782631859353,-184.98445335400982,-46.030782830293354,convergence,runs\convergence\9cb50e726798e00dc1.json,1877,31000.0
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,zero_jerk,510.0,3000.0,A,50,200.0,100.0,0.02,50.0,5.75e-09,1e-24,0.025,0.2,2048,26091732,0.16999999999999998,0.26562499999999994,0.26562499999999994,0.0,283.3333333333333,283333.3333333333,283.3333333333333,3100.0,238468.88814965388,19142.96458254997,0.0016666666666666668,50,214,0.1044921875,0.09157299048366847,0.11855551662792287,0.08154506437768239,-141.87629220048655,-35.25867380880933,convergence,runs\convergence\9cb50e726798e00dc1.json,233,155000.0
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,zero_jerk,510.0,1600.0,B,50,200.0,100.0,0.02,50.0,5.75e-09,1e-24,0.025,0.05,2048,26091732,0.31875,0.49804687499999994,0.49804687499999994,0.0,996.09375,1867675.7812500002,996.09375,2100.0,238468.88814965388,19142.96458254997,0.003125,1,2037,0.99462890625,0.9904099966385991,0.9973158115582019,0.00537109375,-91.79211663122159,-34.8844274666379,convergence,runs\convergence\a4facaaa2ce9ba71fe.json,2048,2100.0
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,zero_jerk,510.0,1600.0,B,50,200.0,100.0,0.02,50.0,5.75e-09,1e-24,0.025,0.05,2048,26091732,0.31875,0.49804687499999994,0.49804687499999994,0.0,996.09375,1867675.7812500002,996.09375,2100.0,238468.88814965388,19142.96458254997,0.003125,10,1698,0.8291015625,0.8120869564145006,0.845168309877385,0.030268418046830337,-79.09250039296958,-17.828795458765242,convergence,runs\convergence\a4facaaa2ce9ba71fe.json,1751,21000.0
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,zero_jerk,510.0,1600.0,B,50,200.0,100.0,0.02,50.0,5.75e-09,1e-24,0.025,0.05,2048,26091732,0.31875,0.49804687499999994,0.49804687499999994,0.0,996.09375,1867675.7812500002,996.09375,2100.0,238468.88814965388,19142.96458254997,0.003125,50,376,0.18359375,0.16704434035221474,0.20105397048116477,0.043256997455470736,-66.43082931859928,-15.849417779938202,convergence,runs\convergence\a4facaaa2ce9ba71fe.json,393,105000.0
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,zero_jerk,510.0,1600.0,A,50,200.0,100.0,0.02,50.0,5.75e-09,1e-24,0.025,0.1,2048,26091732,0.31875,0.49804687499999994,0.49804687499999994,0.0,996.09375,1867675.7812500002,996.09375,1699.9999999999998,238468.88814965388,19142.96458254997,0.003125,1,2047,0.99951171875,0.9972825055060337,0.999987637865482,0.00048828125,-227.48235593740884,-159.26984988223393,convergence,runs\convergence\b3cdb813b738871b87.json,2048,1699.9999999999998
Cs,2.2069469514370953e-25,1.055e-06,1.061e-06,1.11e-06,280.0,140.0,19.0,5.0,x,zero_jerk,510.0,1600.0,A,50,200.0,100.0,0.02,50.0,5.75e-09,1e-24,0.025,0.1,2048,26091732,0.31875,0.49804687499999994,0.49804687499999994,0.0,996.09375,1867675.7812500002,996.09375,1699.9999999999998,238468.88814965388,19142.96458254997,0.003125,10,1970,0.9619140625,0.9526929352108405,0.9697804522634632,0.011044176706827336,-206.96303091735865,-82.34541261453451,convergence,runs\convergence\b3cdb813b738871b87.json,1992,16999.999999999996
