geometry,path_speed_m_s,focus1_um,focus2_um,axial_minimum_um,actual_depth_uK,axial_frequency_Hz
opposite,0.08,0.9349004855650777,-0.9349004855650777,0.0,262.9281304778599,7144.254928422466
opposite,0.09,1.0517630462607126,-1.0517630462607126,0.0,258.7377657779278,6909.530312989628
opposite,0.1,1.1686256069563474,-1.1686256069563474,0.0,254.20971188563846,6657.910300879781
opposite,0.11,1.2854881676519823,-1.2854881676519823,0.0,249.38591101312034,6392.149302470435
opposite,0.12,1.4023507283476169,-1.4023507283476169,0.0,244.30847673677505,6114.946463026017
opposite,0.13,1.5192132890432517,-1.5192132890432517,0.0,239.0189489728756,5828.889618408296
opposite,0.14,1.636075849738886,-1.636075849738886,0.0,233.55764674023425,5536.408164924003
opposite,0.15,1.752938410434521,-1.752938410434521,0.0,227.9631281593815,5239.735072703205
opposite,0.16,1.8698009711301553,-1.8698009711301553,0.0,222.27176084015207,4940.8776479299095
opposite,0.17,1.9866635318257906,-1.9866635318257906,0.0,216.51740044560205,4641.596104817789
opposite,0.18,2.103526092521425,-2.103526092521425,0.0,210.73117097306212,4343.388439687963
opposite,0.19,2.2203886532170602,-2.2203886532170602,0.0,204.94133721448296,4047.479660157552
opposite,0.2,2.337251213912695,-2.337251213912695,0.0,199.17325789504068,3754.812846169476
opposite,0.21,2.4541137746083295,-2.4541137746083295,0.0,193.44940701488773,3466.0387215090605
opposite,0.22,2.5709763353039645,-2.5709763353039645,3.3881317890172014e-15,187.78945076479232,3181.4991486958556
opposite,0.23,2.687838895999599,-2.687838895999599,0.0,182.21036786648003,2901.197516294384
opposite,0.24,2.8047014566952337,-2.8047014566952337,0.0,176.726602120793,2624.744276917044
opposite,0.25,2.9215640173908684,-2.9215640173908684,3.3881317890172014e-15,171.3502371669109,2351.255820461113
opposite,0.26,3.0384265780865034,-3.0384265780865034,0.0,166.0911848249964,2079.1619752552956
opposite,0.27,3.155289138782138,-3.155289138782138,0.0,160.95737980264533,1805.819502850489
opposite,0.28,3.272151699477772,-3.272151699477772,-3.3881317890172014e-15,155.95497491071833,1526.6603413014932
opposite,0.29,3.389014260173407,-3.389014260173407,0.0,151.0885322004949,1233.0025402021697
opposite,0.3,3.505876820869042,-3.505876820869042,0.0,146.36120656739214,904.6735871243734
opposite,0.31,3.6227393815646773,-3.6227393815646773,-3.3881317890172014e-15,141.77491934986745,462.90231240334555
opposite,0.32,3.7396019422603106,-3.7396019422603106,-0.7243689291014259,137.35549207191104,779.4121666358228
opposite,0.33,3.8564645029559466,-3.8564645029559466,1.1899886686141519,133.19320248381482,1222.9374848499804
opposite,0.34,3.973327063651581,-3.973327063651581,-1.526561028502479,129.27575596702795,1499.491309551922
opposite,0.35000000000000003,4.090189624347216,-4.090189624347216,-1.8082615039315397,125.58216419209748,1700.0146731195082
opposite,0.36,4.20705218504285,-4.20705218504285,2.0567304357408553,122.09376693142089,1852.5378503899396
opposite,0.37,4.3239147457384846,-4.3239147457384846,-2.289541868738005,118.79393630255137,1980.7845392113877
opposite,0.38,4.4407773064341205,-4.4407773064341205,-2.501858213990449,115.66778294318974,2078.901465554688
opposite,0.39,4.557639867129755,-4.557639867129755,-2.702489866414118,112.70193964254544,2159.251017288976
opposite,0.4,4.67450242782539,-4.67450242782539,-2.8958303372108998,109.88439310504303,2227.8112411209054
opposite,0.41000000000000003,4.791364988521026,-4.791364988521026,-3.081739391307966,107.20428656490218,2284.9635328809973
opposite,0.42,4.908227549216659,-4.908227549216659,-3.2600767936324773,104.65180354690193,2331.2326479340345
opposite,0.43,5.025090109912293,-5.025090109912293,-3.43537629045916,102.2180357076231,2372.0454223842485
opposite,0.44,5.141952670607929,-5.141952670607929,-3.602870410391905,99.89490326730882,2402.8894850869724
opposite,0.45,5.258815231303563,-5.258815231303563,-3.7671396447297054,97.67501650215884,2428.9511992970138
opposite,0.46,5.375677791999198,-5.375677791999198,-3.928113875936157,95.5516454657212,2450.452327055329
